Region,Constituency,Station,Registered,UDP,NPP,NUP,PDOIS,GDC,INDP,LEAVE_BLANK
Banjul,Banjul Central,22nd July Square .,2505,0,0,0,0,0,0,
Banjul,Banjul Central,Banjul. City Council,694,0,0,0,0,0,0,
Banjul,Banjul Central,Bethel Church,470,0,0,0,0,0,0,
Banjul,Banjul Central,Odeon Cinema,570,0,0,0,0,0,0,
Banjul,Banjul Central,Sam Jack Terrace,2666,0,0,0,0,0,0,
Banjul,Banjul Central,Wellesley Macdonald St. Junc.,1466,0,0,0,0,0,0,
Banjul,Banjul North,Campama Pri. Sch.,2600,0,0,0,0,0,0,
Banjul,Banjul North,Crab Island Jun. Sch.,461,0,0,0,0,0,0,
Banjul,Banjul North,Gambia Sen. Sec. Sch. (Next To Arch 22),1803,0,0,0,0,0,0,
Banjul,Banjul North,Police Barracks,1518,0,0,0,0,0,0,
Banjul,Banjul North,St. Joseph Sen. Sec. Sch.,371,0,0,0,0,0,0,
Banjul,Banjul South,Banjul Mini Stadium,1720,0,0,0,0,0,0,
Banjul,Banjul South,Lasso Wharf Market,904,0,0,0,0,0,0,
Banjul,Banjul South,Methodist Pri. Sch.( Wesley Annex),896,0,0,0,0,0,0,
Banjul,Banjul South,Muhammadan Pri. Sch.,1147,0,0,0,0,0,0,
Banjul,Banjul South,St. Aug. Jnr. Sec. Sch.,450,0,0,0,0,0,0,
Banjul,Banjul South,Wesley Pri.Sch.,1131,0,0,0,0,0,0,
Basse,Basse,Allounghare,2984,0,0,0,0,0,0,
Basse,Basse,Baniko Kekoro,1830,0,0,0,0,0,0,
Basse,Basse,Basse  Dunya Cinema,3250,0,0,0,0,0,0,
Basse,Basse,Basse Community Centre,1080,0,0,0,0,0,0,
Basse,Basse,Fass Bajong,1239,0,0,0,0,0,0,
Basse,Basse,Giroba Kunda,1223,0,0,0,0,0,0,
Basse,Basse,Kabakama,1559,0,0,0,0,0,0,
Basse,Basse,Kanube,743,0,0,0,0,0,0,
Basse,Basse,Koba Kunda,995,0,0,0,0,0,0,
Basse,Basse,Kumbija,1437,0,0,0,0,0,0,
Basse,Basse,Manneh Kunda,919,0,0,0,0,0,0,
Basse,Basse,Mansajang Kunda,1410,0,0,0,0,0,0,
Basse,Basse,Sabi,3882,0,0,0,0,0,0,
Basse,Basse,Sare Musa,244,0,0,0,0,0,0,
Basse,Jimara,Bakadaji,1334,0,0,0,0,0,0,
Basse,Jimara,Bantankore (Sandi Kunda),785,0,0,0,0,0,0,
Basse,Jimara,Demba Kunda Bahawa,920,0,0,0,0,0,0,
Basse,Jimara,Demba Kunda Moribugu,1768,0,0,0,0,0,0,
Basse,Jimara,Fatako,294,0,0,0,0,0,0,
Basse,Jimara,Gambisara,5791,0,0,0,0,0,0,
Basse,Jimara,Hella Kunda,557,0,0,0,0,0,0,
Basse,Jimara,Julangel,1098,0,0,0,0,0,0,
Basse,Jimara,Koro Jula Kunda,344,0,0,0,0,0,0,
Basse,Jimara,Kossemar Tenda,484,0,0,0,0,0,0,
Basse,Jimara,Mankamang Kunda,712,0,0,0,0,0,0,
Basse,Jimara,Medina Samba Sowe,515,0,0,0,0,0,0,
Basse,Jimara,Numuyel,2338,0,0,0,0,0,0,
Basse,Jimara,Sare Bojo  (Ngamana),1877,0,0,0,0,0,0,
Basse,Jimara,Sare Jawbeh,474,0,0,0,0,0,0,
Basse,Jimara,Sare Njobo,1053,0,0,0,0,0,0,
Basse,Jimara,Sare Wollom,402,0,0,0,0,0,0,
Basse,Jimara,Sotuma Sere,1827,0,0,0,0,0,0,
Basse,Jimara,Tabajang,479,0,0,0,0,0,0,
Basse,Kantora,Baragi Kunda,301,0,0,0,0,0,0,
Basse,Kantora,Boli Bana,286,0,0,0,0,0,0,
Basse,Kantora,Brikama Kantora,436,0,0,0,0,0,0,
Basse,Kantora,Fantumbu,479,0,0,0,0,0,0,
Basse,Kantora,Fatoto,967,0,0,0,0,0,0,
Basse,Kantora,Gambisara Lamoi,819,0,0,0,0,0,0,
Basse,Kantora,Garawol  A,1867,0,0,0,0,0,0,
Basse,Kantora,Garawol  B,2159,0,0,0,0,0,0,
Basse,Kantora,Gidda,879,0,0,0,0,0,0,
Basse,Kantora,Kebbeh Kunda,330,0,0,0,0,0,0,
Basse,Kantora,Keneba Kantora,708,0,0,0,0,0,0,
Basse,Kantora,Koina,3031,0,0,0,0,0,0,
Basse,Kantora,Missera Ba Mariama,1591,0,0,0,0,0,0,
Basse,Kantora,Nyamanari,1548,0,0,0,0,0,0,
Basse,Kantora,Sabi Kalilu,280,0,0,0,0,0,0,
Basse,Kantora,Sami Koto,522,0,0,0,0,0,0,
Basse,Kantora,Songkunda,1055,0,0,0,0,0,0,
Basse,Kantora,Suduwol,1124,0,0,0,0,0,0,
Basse,Sandu,Changali Lang Kaddy,886,0,0,0,0,0,0,
Basse,Sandu,Darsilameh Bulembu,750,0,0,0,0,0,0,
Basse,Sandu,Darsilameh Mandinka,979,0,0,0,0,0,0,
Basse,Sandu,Darsilameh Takutala,1052,0,0,0,0,0,0,
Basse,Sandu,Diabugu Batapa,2312,0,0,0,0,0,0,
Basse,Sandu,Kuraw Arfang,579,0,0,0,0,0,0,
Basse,Sandu,Kuwonku,697,0,0,0,0,0,0,
Basse,Sandu,Mamadi Ceesay Kunda,549,0,0,0,0,0,0,
Basse,Sandu,Missera,1138,0,0,0,0,0,0,
Basse,Sandu,Naude,912,0,0,0,0,0,0,
Basse,Sandu,Niankui,746,0,0,0,0,0,0,
Basse,Sandu,Sare Demba Toro,1284,0,0,0,0,0,0,
Basse,Sandu,Sare Gugu Basirou,1160,0,0,0,0,0,0,
Basse,Tumana,Badari,621,0,0,0,0,0,0,
Basse,Tumana,Bissandugu,748,0,0,0,0,0,0,
Basse,Tumana,Chamoi,668,0,0,0,0,0,0,
Basse,Tumana,Daibugu Ba- Sillah,601,0,0,0,0,0,0,
Basse,Tumana,Dampha Kunda,2000,0,0,0,0,0,0,
Basse,Tumana,Dingiri,1772,0,0,0,0,0,0,
Basse,Tumana,Kulari,2841,0,0,0,0,0,0,
Basse,Tumana,Kulkuleh,643,0,0,0,0,0,0,
Basse,Tumana,Kundam Ma- Fatty,1116,0,0,0,0,0,0,
Basse,Tumana,Medina Samako,809,0,0,0,0,0,0,
Basse,Tumana,Njayel,557,0,0,0,0,0,0,
Basse,Tumana,Perai,677,0,0,0,0,0,0,
Basse,Tumana,Sanunding,844,0,0,0,0,0,0,
Basse,Tumana,Sare Alpha,1898,0,0,0,0,0,0,
Basse,Tumana,Tambasansang,622,0,0,0,0,0,0,
Basse,Tumana,Waliba Kunda,578,0,0,0,0,0,0,
Basse,Wulli East,Baja Kunda,2907,0,0,0,0,0,0,
Basse,Wulli East,Bantunding,1012,0,0,0,0,0,0,
Basse,Wulli East,Boro Kanda Kasseh,913,0,0,0,0,0,0,
Basse,Wulli East,Brifu,748,0,0,0,0,0,0,
Basse,Wulli East,Foday Kunda,437,0,0,0,0,0,0,
Basse,Wulli East,Gunjur Koto,327,0,0,0,0,0,0,
Basse,Wulli East,Macca Masireh,746,0,0,0,0,0,0,
Basse,Wulli East,Mureh Kunda,631,0,0,0,0,0,0,
Basse,Wulli East,Passamas Mandinka,886,0,0,0,0,0,0,
Basse,Wulli East,Sakoley Kunda,587,0,0,0,0,0,0,
Basse,Wulli East,Sare Bohum,811,0,0,0,0,0,0,
Basse,Wulli East,Sutokoba,1620,0,0,0,0,0,0,
Basse,Wulli East,Wellingara Yareh,644,0,0,0,0,0,0,
Basse,Wulli West,Banni Israel,476,0,0,0,0,0,0,
Basse,Wulli West,Barrow Kunda,834,0,0,0,0,0,0,
Basse,Wulli West,Chamoi Bunda,901,0,0,0,0,0,0,
Basse,Wulli West,Fadia Kunda,615,0,0,0,0,0,0,
Basse,Wulli West,Gunjur Kuta,1364,0,0,0,0,0,0,
Basse,Wulli West,Jah Kunda,795,0,0,0,0,0,0,
Basse,Wulli West,Kerewan Badala,365,0,0,0,0,0,0,
Basse,Wulli West,Kerewan Nyakoi,398,0,0,0,0,0,0,
Basse,Wulli West,Koli Bantang,767,0,0,0,0,0,0,
Basse,Wulli West,Limbambulu Yamadou,542,0,0,0,0,0,0,
Basse,Wulli West,Madina Koto,575,0,0,0,0,0,0,
Basse,Wulli West,Perai Mamadi (Bajonkoto),449,0,0,0,0,0,0,
Basse,Wulli West,Sare Ngai,1144,0,0,0,0,0,0,
Basse,Wulli West,Sutukonding,951,0,0,0,0,0,0,
Basse,Wulli West,Taibatou,767,0,0,0,0,0,0,
Basse,Wulli West,Tuba Wulli,730,0,0,0,0,0,0,
Brikama,Brikama North,Bafuloto Bantaba,1177,0,0,0,0,0,0,
Brikama,Brikama North,Bafuloto Nema Su,1344,0,0,0,0,0,0,
Brikama,Brikama North,Brikama Darukhairu Mosque,2466,0,0,0,0,0,0,
Brikama,Brikama North,Brikama Kabafita Mosque,2932,0,0,0,0,0,0,
Brikama,Brikama North,Brikama Misira Mosque,1875,0,0,0,0,0,0,
Brikama,Brikama North,Brikama Nema Geebungoto (Comm Dev.),1214,0,0,0,0,0,0,
Brikama,Brikama North,Brikama Nemataba Girl Guides Centre,1028,0,0,0,0,0,0,
Brikama,Brikama North,Brikama Nyambai Baba Galleh Mosque,2487,0,0,0,0,0,0,
Brikama,Brikama North,Brikama Nyambai College Market,2489,0,0,0,0,0,0,
Brikama,Brikama North,Brikama Nyambai Jambarr Sanneh (Methodist Sch Gate),1810,0,0,0,0,0,0,
Brikama,Brikama North,Brikama Wellingara Praying Grounds,2961,0,0,0,0,0,0,
Brikama,Brikama North,Busuranding Bantaba,608,0,0,0,0,0,0,
Brikama,Brikama North,Farato Bojang Kunda (Sotokoi Daru) Bantaba,2177,0,0,0,0,0,0,
Brikama,Brikama North,Jalambang Mosque,2763,0,0,0,0,0,0,
Brikama,Brikama North,Jamisa Bantaba,2069,0,0,0,0,0,0,
Brikama,Brikama North,Kassakunda Bantaba,851,0,0,0,0,0,0,
Brikama,Brikama North,Kembujeh Bantaba,2172,0,0,0,0,0,0,
Brikama,Brikama North,Kembujeh Medina Sch Ground,1227,0,0,0,0,0,0,
Brikama,Brikama North,Kubuneh Skill Centre,1310,0,0,0,0,0,0,
Brikama,Brikama North,New Town North (Mother Ali Nur. Sch.),887,0,0,0,0,0,0,
Brikama,Brikama North,Serekunda Nding Skill Centre,444,0,0,0,0,0,0,
Brikama,Brikama North,Taibatou Bantaba,464,0,0,0,0,0,0,
Brikama,Brikama South,Bakary Sambou Yaa Mosque,1438,0,0,0,0,0,0,
Brikama,Brikama South,Brikama  Perseverance Praying Ground,2272,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Bojang Kunda Bantaba,529,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Darsilameh (Near Alkalo'S Compound),1831,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Gidda (School Area),3074,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Gidda Bantaba,2713,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Hawla Kunda (Kabilo Head Comp. Gate),825,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Mansaringsu Bantaba,729,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Medina Bantaba,1769,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Newtown South Mosque,1743,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Perseverance Bantaba,2216,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Sanneh Kunda Bantaba,2065,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Santuso Nursery Sch.,1310,0,0,0,0,0,0,
Brikama,Brikama South,Brikama Suma Kunda Bantaba,1324,0,0,0,0,0,0,
Brikama,Brikama South,Busura Clinic,1744,0,0,0,0,0,0,
Brikama,Brikama South,Darsilameh Health Centre,2064,0,0,0,0,0,0,
Brikama,Brikama South,Jamwelly Bantaba,1546,0,0,0,0,0,0,
Brikama,Brikama South,Kabakel Outside Sch,417,0,0,0,0,0,0,
Brikama,Brikama South,Kitty Bantaba,2597,0,0,0,0,0,0,
Brikama,Brikama South,Manduar Bantaba,2963,0,0,0,0,0,0,
Brikama,Brikama South,Marakissa Bantaba,1683,0,0,0,0,0,0,
Brikama,Brikama South,Penyem  Bantaba,868,0,0,0,0,0,0,
Brikama,Busumbala,Banjulunding Comm. Centre.,2430,0,0,0,0,0,0,
Brikama,Busumbala,Banjulunding Seed Store,2067,0,0,0,0,0,0,
Brikama,Busumbala,Busumbala Bantaba,5105,0,0,0,0,0,0,
Brikama,Busumbala,Busumbala Guigi Bantaba,2404,0,0,0,0,0,0,
Brikama,Busumbala,Busumbala Model Sukoto Bantaba,2982,0,0,0,0,0,0,
Brikama,Busumbala,Busumbala Tintinba Mosque,1887,0,0,0,0,0,0,
Brikama,Busumbala,Daranka Village Hall,2355,0,0,0,0,0,0,
Brikama,Busumbala,Daru Busumbala Bantaba,2192,0,0,0,0,0,0,
Brikama,Busumbala,Kombo Kerewan Bantaba,3586,0,0,0,0,0,0,
Brikama,Busumbala,Kubariko Bantaba,723,0,0,0,0,0,0,
Brikama,Busumbala,Kunkujang Jatta Yaa Bantaba,1024,0,0,0,0,0,0,
Brikama,Busumbala,Lamin Babylon Football Field,2316,0,0,0,0,0,0,
Brikama,Busumbala,Lamin Cambodia,1188,0,0,0,0,0,0,
Brikama,Busumbala,Lamin Gamtrade Training Centre (Opposite),2957,0,0,0,0,0,0,
Brikama,Busumbala,Lamin Health Centre,2480,0,0,0,0,0,0,
Brikama,Busumbala,Lamin Sda School,1032,0,0,0,0,0,0,
Brikama,Busumbala,Lamin St. Peter'S Pri Sch (Behind Petrol Station),3598,0,0,0,0,0,0,
Brikama,Busumbala,Makumbaya Garage,1544,0,0,0,0,0,0,
Brikama,Busumbala,Mandinary Dutokoto,3986,0,0,0,0,0,0,
Brikama,Busumbala,New Yundum Bantba,3017,0,0,0,0,0,0,
Brikama,Busumbala,New Yundum Pri Sch,2520,0,0,0,0,0,0,
Brikama,Busumbala,New Yundum Sadinka,823,0,0,0,0,0,0,
Brikama,Busumbala,Yaram Bamba Estate Mosque,1237,0,0,0,0,0,0,
Brikama,Foni Bintang,Arangalen Bantaba,395,0,0,0,0,0,0,
Brikama,Foni Bintang,Bajagarr Bantaba,532,0,0,0,0,0,0,
Brikama,Foni Bintang,Batabut Kantora,1015,0,0,0,0,0,0,
Brikama,Foni Bintang,Batending Kajera Bantaba,504,0,0,0,0,0,0,
Brikama,Foni Bintang,Bintang Bantaba,796,0,0,0,0,0,0,
Brikama,Foni Bintang,Bullanjorr Bantaba,375,0,0,0,0,0,0,
Brikama,Foni Bintang,Jakoi Sibirick,578,0,0,0,0,0,0,
Brikama,Foni Bintang,Janack Bantaba,1314,0,0,0,0,0,0,
Brikama,Foni Bintang,Kansanyi Ecd,472,0,0,0,0,0,0,
Brikama,Foni Bintang,Kusamai Bantaba,1481,0,0,0,0,0,0,
Brikama,Foni Bintang,Sibanor Bantaba,2558,0,0,0,0,0,0,
Brikama,Foni Bintang,Tampoto,949,0,0,0,0,0,0,
Brikama,Foni Bondali,Bantanjang Bantaba,278,0,0,0,0,0,0,
Brikama,Foni Bondali,Bondali Jola Chief'S Quarter,1448,0,0,0,0,0,0,
Brikama,Foni Bondali,Chabai Bantaba,307,0,0,0,0,0,0,
Brikama,Foni Bondali,Kankurang Bantaba,1440,0,0,0,0,0,0,
Brikama,Foni Bondali,Mayork Health Centre,1294,0,0,0,0,0,0,
Brikama,Foni Brefet,Bajana Bantaba,589,0,0,0,0,0,0,
Brikama,Foni Brefet,Bereft Bantaba,366,0,0,0,0,0,0,
Brikama,Foni Brefet,Bessi Ccf,912,0,0,0,0,0,0,
Brikama,Foni Brefet,Bulock Bantaba,2415,0,0,0,0,0,0,
Brikama,Foni Brefet,Ndemban Tenda Bantaba,1662,0,0,0,0,0,0,
Brikama,Foni Brefet,Somita Ccf,2227,0,0,0,0,0,0,
Brikama,Foni Brefet,Sutusinjang Day Care Centre,953,0,0,0,0,0,0,
Brikama,Foni Jarrol,Arankon Kunda Bantaba,583,0,0,0,0,0,0,
Brikama,Foni Jarrol,Kalagi Bantaba,1335,0,0,0,0,0,0,
Brikama,Foni Jarrol,Kanmamudou Ecd,1206,0,0,0,0,0,0,
Brikama,Foni Jarrol,Sintet Health Centre,1527,0,0,0,0,0,0,
Brikama,Foni Jarrol,Wassadou Bantaba,632,0,0,0,0,0,0,
Brikama,Foni Kansala,Bwiam Ccf,2193,0,0,0,0,0,0,
Brikama,Foni Kansala,Darsilameh Bantaba,441,0,0,0,0,0,0,
Brikama,Foni Kansala,Dobong Bantaba,690,0,0,0,0,0,0,
Brikama,Foni Kansala,Jekesi Dandoni Bantaba,556,0,0,0,0,0,0,
Brikama,Foni Kansala,Kampant Anglican Church,1385,0,0,0,0,0,0,
Brikama,Foni Kansala,Kanfendi Bantaba,883,0,0,0,0,0,0,
Brikama,Foni Kansala,Kanilai Pri. Sch.,2495,0,0,0,0,0,0,
Brikama,Foni Kansala,Sanghajorr Health Centre,925,0,0,0,0,0,0,
Brikama,Kombo East,Basori Bantaba,2378,0,0,0,0,0,0,
Brikama,Kombo East,Bonto Kuta Jalokoto Bantaba,671,0,0,0,0,0,0,
Brikama,Kombo East,Faraba Banta Banatba,2204,0,0,0,0,0,0,
Brikama,Kombo East,Faraba Sutu Ccf .,748,0,0,0,0,0,0,
Brikama,Kombo East,Giboro Kuta Bantaba,3086,0,0,0,0,0,0,
Brikama,Kombo East,Kafuta Bantaba,3040,0,0,0,0,0,0,
Brikama,Kombo East,Kairaba (Faraba Manokang) Bantaba,1534,0,0,0,0,0,0,
Brikama,Kombo East,Kuloro Bantaba,2573,0,0,0,0,0,0,
Brikama,Kombo East,Mandinaba Bantaba,1829,0,0,0,0,0,0,
Brikama,Kombo East,Medina Sokotoi Bantaba,1137,0,0,0,0,0,0,
Brikama,Kombo East,Omorto Skill Centre,425,0,0,0,0,0,0,
Brikama,Kombo East,Pirang Bantaba,1599,0,0,0,0,0,0,
Brikama,Kombo East,Pirang Berending Bantaba,1719,0,0,0,0,0,0,
Brikama,Kombo East,Pirang Berending Darusalam,666,0,0,0,0,0,0,
Brikama,Kombo East,Sohm Health Centre,979,0,0,0,0,0,0,
Brikama,Kombo East,Tuba Kuta Bantaba,1055,0,0,0,0,0,0,
Brikama,Kombo South,Banyaka Bantaba,1659,0,0,0,0,0,0,
Brikama,Kombo South,Batokunku ( Near Nursery Sch.),205,0,0,0,0,0,0,
Brikama,Kombo South,Batokunku Skill Centre (Near Mosque),1658,0,0,0,0,0,0,
Brikama,Kombo South,Berending Bantaba,1208,0,0,0,0,0,0,
Brikama,Kombo South,Farato (Sanchaba) Outside Alkalo'S Compound,929,0,0,0,0,0,0,
Brikama,Kombo South,Farato Mosque,3806,0,0,0,0,0,0,
Brikama,Kombo South,Farato Nema Mosque,2843,0,0,0,0,0,0,
Brikama,Kombo South,Farato New Town Mosque,1079,0,0,0,0,0,0,
Brikama,Kombo South,Gunjur (By The Pri Sch),4248,0,0,0,0,0,0,
Brikama,Kombo South,Gunjur Health Centre,6593,0,0,0,0,0,0,
Brikama,Kombo South,Gunjur Kunkujang Bantaba,1931,0,0,0,0,0,0,
Brikama,Kombo South,Jambanjelly Market,3839,0,0,0,0,0,0,
Brikama,Kombo South,Jambur Bantaba,3359,0,0,0,0,0,0,
Brikama,Kombo South,Kartong Health Centre,2548,0,0,0,0,0,0,
Brikama,Kombo South,Kunkujang Mariama Bantaba,1185,0,0,0,0,0,0,
Brikama,Kombo South,Medina Salam (Centre),1407,0,0,0,0,0,0,
Brikama,Kombo South,Nyofelleh Bantaba,1542,0,0,0,0,0,0,
Brikama,Kombo South,Rumba Bantaba,787,0,0,0,0,0,0,
Brikama,Kombo South,Sanyang Bantaba,6902,0,0,0,0,0,0,
Brikama,Kombo South,Siffoe Ccf,3326,0,0,0,0,0,0,
Brikama,Kombo South,Tanji B,3973,0,0,0,0,0,0,
Brikama,Kombo South,Tanji Comm. Centre,3137,0,0,0,0,0,0,
Brikama,Kombo South,Tujereng (Around Sen Sec Sch),1400,0,0,0,0,0,0,
Brikama,Kombo South,Tujereng Bantaba,2835,0,0,0,0,0,0,
Brikama,Old Yundum,Jabang Mosque,3637,0,0,0,0,0,0,
Brikama,Old Yundum,Kunkujang Keita Yaa  Central Mosque,4609,0,0,0,0,0,0,
Brikama,Old Yundum,Latriya Health Centre,1296,0,0,0,0,0,0,
Brikama,Old Yundum,Mariama Kunda Bantaba,2567,0,0,0,0,0,0,
Brikama,Old Yundum,Medina Baliya (Sinchu Baliya ) Mosque.,3552,0,0,0,0,0,0,
Brikama,Old Yundum,Medina Sey Kunda (Sinchu Alagi) 2,3627,0,0,0,0,0,0,
Brikama,Old Yundum,Medina Sey Kunda (Sinchu Alagi) Bantaba,4444,0,0,0,0,0,0,
Brikama,Old Yundum,Nema Nasir,1652,0,0,0,0,0,0,
Brikama,Old Yundum,Nemakunku,6766,0,0,0,0,0,0,
Brikama,Old Yundum,Old Yundum Bantaba,3795,0,0,0,0,0,0,
Brikama,Old Yundum,Sinchu Sorrie Nursery Sch.,3895,0,0,0,0,0,0,
Brikama,Old Yundum,Tawuto Bantaba,1663,0,0,0,0,0,0,
Brikama,Old Yundum,Wellingara  Red Cross Bantaba,2946,0,0,0,0,0,0,
Brikama,Old Yundum,Wellingara (Behind Jah Oil Petrol Station),4029,0,0,0,0,0,0,
Brikama,Old Yundum,Youna Bantaba,2028,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Kerr Serign (Hamdalaye) Central Mosque,2788,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Bijilo Bantaba,2642,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Brufut 2,4108,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Brufut Father'S Sch. (Dutabakoto),4651,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Brufut Pri. Sch.  (Behind Market),4231,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Brusubi Estate Phase Two 2,1331,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Brusubi Estate Sample House,2342,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Mediana Mosque,3174,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Salagi (Opp. Nawec Water Plant),1861,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Sanchaba Sulay Jobe (Outside Alkalo'S Comp.),2385,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Sanchaba Sulay Jobe (Skill Centre),1878,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Sukuta Arabic Sch.,3808,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Sukuta Cinema Hall,5337,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Sukuta Jamisa ( By The Metal Workshop),1495,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Sukuta Nema Bani Israel Mosque,2386,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Sukuta Sec Sch (Library),2350,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Sukuta Talaba Koto ( By The Central Mosque),2215,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Sukuta Tumbungto Bantaba,388,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Tranquil Mosque,1548,0,0,0,0,0,0,
Brikama,Sanneh Mentereng,Wuling Kama Opp. Alkalo'S Comp.,2346,0,0,0,0,0,0,
Janjanbureh,Janjanbureh,Janjanbureh (Mccarhty),1600,0,0,0,0,0,0,
Janjanbureh,Lower Fulladu West,Boyram Denton,1287,0,0,0,0,0,0,
