Region,Constituency,Stations,Centers,Code,UDP,NPP,NUP,PDOIS,GDC,INDP,LEAVE_BLANK
BANJUL,BANJUL SOUTH,METHODIST PRI. SCH.( WESLEY ANNEX),METHODIST PRI. SCH.( WESLEY ANNEX) 1,101011,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,METHODIST PRI. SCH.( WESLEY ANNEX),METHODIST PRI. SCH.( WESLEY ANNEX) 2,101012,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,WESLEY PRI.SCH.,WESLEY PRI.SCH. 1,101021,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,WESLEY PRI.SCH.,WESLEY PRI.SCH. 2,101022,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,LASSO WHARF MARKET,LASSO WHARF MARKET 1,101031,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,LASSO WHARF MARKET,LASSO WHARF MARKET 2,101032,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,ST. AUG. JNR. SEC. SCH.,ST. AUG. JNR. SEC. SCH.,101041,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,MUHAMMADAN PRI. SCH.,MUHAMMADAN PRI. SCH. 1,101051,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,MUHAMMADAN PRI. SCH.,MUHAMMADAN PRI. SCH. 2,101052,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,BANJUL MINI STADIUM,BANJUL MINI STADIUM 1,101061,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,BANJUL MINI STADIUM,BANJUL MINI STADIUM 2,101062,0,0,0,0,0,0,
BANJUL,BANJUL SOUTH,BANJUL MINI STADIUM,BANJUL MINI STADIUM 3,101063,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,BANJUL. CITY COUNCIL,BANJUL. CITY COUNCIL,102011,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,WELLESLEY MACDONALD ST. JUNC.,WELLESLEY MACDONALD ST. JUNC. 1,102021,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,WELLESLEY MACDONALD ST. JUNC.,WELLESLEY MACDONALD ST. JUNC. 2,102022,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,ODEON CINEMA,ODEON CINEMA,102031,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,22ND JULY SQUARE .,22ND JULY SQUARE .1,102041,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,22ND JULY SQUARE .,22ND JULY SQUARE . 2,102042,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,22ND JULY SQUARE .,22ND JULY SQUARE . 3,102043,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,22ND JULY SQUARE .,22ND JULY SQUARE . 4,102044,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,SAM JACK TERRACE,SAM JACK TERRACE 1,102051,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,SAM JACK TERRACE,SAM JACK TERRACE 2,102052,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,SAM JACK TERRACE,SAM JACK TERRACE 3,102053,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,SAM JACK TERRACE,SAM JACK TERRACE 4,102054,0,0,0,0,0,0,
BANJUL,BANJUL CENTRAL,BETHEL CHURCH,BETHEL CHURCH,102061,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,GAMBIA SEN. SEC. SCH. (NEXT TO ARCH 22),GAMBIA SEN. SEC. SCH. (NEXT TO ARCH 22) 1,103011,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,GAMBIA SEN. SEC. SCH. (NEXT TO ARCH 22),GAMBIA SEN. SEC. SCH. (NEXT TO ARCH 22) 2,103012,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,GAMBIA SEN. SEC. SCH. (NEXT TO ARCH 22),GAMBIA SEN. SEC. SCH. (NEXT TO ARCH 22) 3,103013,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,CAMPAMA PRI. SCH.,CAMPAMA PRI. SCH. 1,103021,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,CAMPAMA PRI. SCH.,CAMPAMA PRI. SCH. 2,103022,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,CAMPAMA PRI. SCH.,CAMPAMA PRI. SCH. 3,103023,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,CAMPAMA PRI. SCH.,CAMPAMA PRI. SCH. 4,103024,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,ST. JOSEPH SEN. SEC. SCH.,ST. JOSEPH SEN. SEC. SCH.,103031,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,POLICE BARRACKS,POLICE BARRACKS 1,103041,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,POLICE BARRACKS,POLICE BARRACKS 2,103042,0,0,0,0,0,0,
BANJUL,BANJUL NORTH,CRAB ISLAND JUN. SCH.,CRAB ISLAND JUN. SCH.,103051,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO VET CAMP,ABUKO VET CAMP 1,201011,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO VET CAMP,ABUKO VET CAMP 2,201012,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO VET CAMP,ABUKO VET CAMP 3,201013,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO VET CAMP,ABUKO VET CAMP 4,201014,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO VET CAMP,ABUKO VET CAMP 5,201015,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO VET CAMP,ABUKO VET CAMP 6,201016,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO VET CAMP,ABUKO VET CAMP 6,201017,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO UPPER BASIC SCH.,ABUKO UPPER BASIC SCH. 1,201021,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO UPPER BASIC SCH.,ABUKO UPPER BASIC SCH. 2,201022,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO UPPER BASIC SCH.,ABUKO UPPER BASIC SCH. 3,201023,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO UPPER BASIC SCH.,ABUKO UPPER BASIC SCH. 4,201024,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO UPPER BASIC SCH.,ABUKO UPPER BASIC SCH. 5,201025,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO UPPER BASIC SCH.,ABUKO UPPER BASIC SCH. 6,201026,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ABUKO HEALTH CENTRE,ABUKO HEALTH CENTRE,201031,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJI KUNDA BANTABA,FAJI KUNDA BANTABA 1,201041,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJI KUNDA BANTABA,FAJI KUNDA BANTABA 2,201042,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJI KUNDA BANTABA,FAJI KUNDA BANTABA 3,201043,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJI KUNDA BANTABA,FAJI KUNDA BANTABA 4,201044,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJI KUNDA BANTABA,FAJI KUNDA BANTABA 5,201045,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJI KUNDA COMMUNITY CENTRE,FAJI KUNDA COMMUNITY CENTRE 1,201051,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJI KUNDA COMMUNITY CENTRE,FAJI KUNDA COMMUNITY CENTRE 2,201052,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,REX NURSERY SCH.,REX NURSERY SCH. 1,201061,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,REX NURSERY SCH.,REX NURSERY SCH. 2,201062,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,REX NURSERY SCH.,REX NURSERY SCH. 3,201063,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,REX NURSERY SCH.,REX NURSERY SCH. 4,201064,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ST. CHARLES LWANGA LBS,ST. CHARLES LWANGA LBS 1,201071,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ST. CHARLES LWANGA LBS,ST. CHARLES LWANGA LBS 2,201072,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,ST. CHARLES LWANGA LBS,ST. CHARLES LWANGA LBS 3,201073,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJII BEHIND MARKET,LATRIKUNDA SABIJII BEHIND MARKET 1,201081,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJII BEHIND MARKET,LATRIKUNDA SABIJII BEHIND MARKET 2,201082,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJII BEHIND MARKET,LATRIKUNDA SABIJII BEHIND MARKET 3,201083,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJIE MOSQUE (FOR FAJIKUNDA),LATRIKUNDA SABIJIE MOSQUE (FOR FAJIKUNDA) 1,201091,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJIE MOSQUE (FOR FAJIKUNDA),LATRIKUNDA SABIJIE MOSQUE (FOR FAJIKUNDA) 2,201092,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJIE MOSQUE (FOR FAJIKUNDA),LATRIKUNDA SABIJIE MOSQUE (FOR FAJIKUNDA) 3,201093,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJI CASTLE PETROL STATION,LATRIKUNDA SABIJI CASTLE PETROL STATION 1,201101,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJI CASTLE PETROL STATION,LATRIKUNDA SABIJI CASTLE PETROL STATION 2,201102,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJI CASTLE PETROL STATION,LATRIKUNDA SABIJI CASTLE PETROL STATION 3,201103,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJI CASTLE PETROL STATION,LATRIKUNDA SABIJI CASTLE PETROL STATION 4,201104,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA PICCADILLY,LATRIKUNDA PICCADILLY 1,201111,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA PICCADILLY,LATRIKUNDA PICCADILLY 2,201112,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA PICCADILLY,LATRIKUNDA PICCADILLY 3,201113,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA PICCADILLY,LATRIKUNDA PICCADILLY 4,201114,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJIE LOWER BASIC SCH.,LATRIKUNDA SABIJIE LOWER BASIC SCH. 1,201121,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJIE LOWER BASIC SCH.,LATRIKUNDA SABIJIE LOWER BASIC SCH. 2,201122,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJIE LOWER BASIC SCH.,LATRIKUNDA SABIJIE LOWER BASIC SCH. 3,201123,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJIE LOWER BASIC SCH.,LATRIKUNDA SABIJIE LOWER BASIC SCH. 4,201124,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,LATRIKUNDA SABIJIE LOWER BASIC SCH.,LATRIKUNDA SABIJIE LOWER BASIC SCH. 5,201125,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJIKUNDA MOSQUE,FAJIKUNDA MOSQUE 1,201131,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJIKUNDA MOSQUE,FAJIKUNDA MOSQUE 2,201132,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJIKUNDA MOSQUE,FAJIKUNDA MOSQUE 3,201133,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJIKUNDA BAJONKOTO (ABDULLAH BUN SAUD ARABIC SCH),FAJIKUNDA BAJONKOTO (ABDULLAH BUN SAUD ARABIC SCH) 1,201141,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJIKUNDA BAJONKOTO (ABDULLAH BUN SAUD ARABIC SCH),FAJIKUNDA BAJONKOTO (ABDULLAH BUN SAUD ARABIC SCH) 2,201142,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJIKUNDA BAJONKOTO (ABDULLAH BUN SAUD ARABIC SCH),FAJIKUNDA BAJONKOTO (ABDULLAH BUN SAUD ARABIC SCH) 3,201143,0,0,0,0,0,0,
KANIFING,LATRIKUNDA SABIJI,FAJIKUNDA BAJONKOTO (ABDULLAH BUN SAUD ARABIC SCH),FAJIKUNDA BAJONKOTO (ABDULLAH BUN SAUD ARABIC SCH) 4,201144,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING DUTOKOTO,TALLINDING DUTOKOTO 1,202011,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING DUTOKOTO,TALLINDING DUTOKOTO 2,202012,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING DUTOKOTO,TALLINDING DUTOKOTO 3,202013,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING DUTOKOTO,TALLINDING DUTOKOTO 4,202014,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING BANTABA,TALLINDING BANTABA 1,202021,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING BANTABA,TALLINDING BANTABA 2,202022,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING BANTABA,TALLINDING BANTABA 3,202023,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING BANTABA,TALLINDING BANTABA 3,202024,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING BANTABA,TALLINDING BANTABA 4,202025,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,JILFIT KUNDA (KAIRABA NUR. SCH),JILFIT KUNDA (KAIRABA NUR. SCH) 1,202031,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,JILFIT KUNDA (KAIRABA NUR. SCH),JILFIT KUNDA (KAIRABA NUR. SCH) 2,202032,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,JILFIT KUNDA (KAIRABA NUR. SCH),JILFIT KUNDA (KAIRABA NUR. SCH) 3,202033,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,J.T.T. NUR SCH (NORTH),J.T.T. NUR SCH (NORTH) 1,202041,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,J.T.T. NUR SCH (NORTH),J.T.T. NUR SCH (NORTH) 2,202042,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,J.T.T. NUR SCH (NORTH),J.T.T. NUR SCH (NORTH) 3,202043,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,J.T.T. NUR SCH (SOUTH),J.T.T. NUR SCH (SOUTH) 4,202051,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,J.T.T. NUR SCH (SOUTH),J.T.T. NUR SCH (SOUTH) 5,202052,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING MEDINA,TALLINDING MEDINA 1,202061,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING MEDINA,TALLINDING MEDINA 2,202062,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING MEDINA,TALLINDING MEDINA 3,202063,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING ISLAMIC INSTITUTE,TALLINDING ISLAMIC INSTITUTE 1,202071,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING ISLAMIC INSTITUTE,TALLINDING ISLAMIC INSTITUTE 2,202072,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING LOWER BASIC SCH.,TALLINDING LOWER BASIC SCH. 1,202081,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING LOWER BASIC SCH.,TALLINDING LOWER BASIC SCH. 2,202082,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING LOWER BASIC SCH.,TALLINDING LOWER BASIC SCH. 3,202083,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,TALLINDING LOWER BASIC SCH.,TALLINDING LOWER BASIC SCH. 4,202084,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,BUFFER ZONE,BUFFER ZONE 1,202091,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,BUFFER ZONE,BUFFER ZONE 2,202092,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,BUFFER ZONE,BUFFER ZONE 3,202093,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,BUFFER ZONE,BUFFER ZONE 4,202094,0,0,0,0,0,0,
KANIFING,TALLINDING KUNJANG,BUFFER ZONE,BUFFER ZONE 4,202095,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,AREN BABUN FATTY,AREN BABUN FATTY 1,203011,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,AREN BABUN FATTY,AREN BABUN FATTY 2,203012,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,NUSRAT SEN. SEC,NUSRAT SEN. SEC 1,203021,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,NUSRAT SEN. SEC,NUSRAT SEN. SEC 2,203022,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,MEDINA FASS MOSQUE,MEDINA FASS MOSQUE 1,203031,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,MEDINA FASS MOSQUE,MEDINA FASS MOSQUE 2,203032,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,MEDINA FASS MOSQUE,MEDINA FASS MOSQUE 3,203033,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG WHITE HOUSE,BUNDUNG WHITE HOUSE 1,203041,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG WHITE HOUSE,BUNDUNG WHITE HOUSE 2,203042,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG WHITE HOUSE,BUNDUNG WHITE HOUSE 3,203043,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG BANTABA STREET,BUNDUNG BANTABA STREET,203051,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG SIX JUNCTION,BUNDUNG SIX JUNCTION 1,203061,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG SIX JUNCTION,BUNDUNG SIX JUNCTION 2,203062,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG SIX JUNCTION,BUNDUNG SIX JUNCTION 3,203063,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG SIX JUNCTION,BUNDUNG SIX JUNCTION 4,203064,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG MOSQUE,BUNDUNG MOSQUE 1,203071,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG MOSQUE,BUNDUNG MOSQUE 2,203072,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG MOSQUE,BUNDUNG MOSQUE 3,203073,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG MOSQUE,BUNDUNG MOSQUE 4,203074,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,MAURITANIA SCHOOL,MAURITANIA SCHOOL 1,203081,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,MAURITANIA SCHOOL,MAURITANIA SCHOOL 2,203082,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,MAURITANIA SCHOOL,MAURITANIA SCHOOL 3,203083,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,MAURITANIA SCHOOL,MAURITANIA SCHOOL 4,203084,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG BOREHOLE,BUNDUNG BOREHOLE 1,203091,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG BOREHOLE,BUNDUNG BOREHOLE 2,203092,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG BOREHOLE,BUNDUNG BOREHOLE 3,203093,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG BOREHOLE,BUNDUNG BOREHOLE 4,203094,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG FAROKONO (THIRD HALL),BUNDUNG FAROKONO (THIRD HALL) 1,203101,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG FAROKONO (THIRD HALL),BUNDUNG FAROKONO (THIRD HALL) 2,203102,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG LOWER BASIC SCH,BUNDUNG LOWER BASIC SCH 1,203111,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG LOWER BASIC SCH,BUNDUNG LOWER BASIC SCH 2,203112,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,BUNDUNG LOWER BASIC SCH,BUNDUNG LOWER BASIC SCH 3,203113,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,SEREKUNDA EAST MINI STUDIUM,SEREKUNDA EAST MINI STUDIUM 1,203121,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,SEREKUNDA EAST MINI STUDIUM,SEREKUNDA EAST MINI STUDIUM 2,203122,0,0,0,0,0,0,
KANIFING,BUNDUNGKA KUNDA,SEREKUNDA EAST MINI STUDIUM,SEREKUNDA EAST MINI STUDIUM 3,203123,0,0,0,0,0,0,
KANIFING,SEREKUNDA,SEREKUNDA LOWER BASIC SCH.,SEREKUNDA LOWER BASIC SCH. 1,204011,0,0,0,0,0,0,
KANIFING,SEREKUNDA,SEREKUNDA LOWER BASIC SCH.,SEREKUNDA LOWER BASIC SCH. 2,204012,0,0,0,0,0,0,
KANIFING,SEREKUNDA,SEREKUNDA LOWER BASIC SCH.,SEREKUNDA LOWER BASIC SCH. 3,204013,0,0,0,0,0,0,
KANIFING,SEREKUNDA,PLAZA CINEMA,PLAZA CINEMA 1,204021,0,0,0,0,0,0,
KANIFING,SEREKUNDA,PLAZA CINEMA,PLAZA CINEMA 2,204022,0,0,0,0,0,0,
KANIFING,SEREKUNDA,PLAZA CINEMA,PLAZA CINEMA 3,204023,0,0,0,0,0,0,
KANIFING,SEREKUNDA,PLAZA CINEMA,PLAZA CINEMA 4,204024,0,0,0,0,0,0,
KANIFING,SEREKUNDA,SEREKUNDA BARTEZ (CHRIST CHURCH),SEREKUNDA BARTEZ (CHRIST CHURCH) 1,204031,0,0,0,0,0,0,
KANIFING,SEREKUNDA,SEREKUNDA BARTEZ (CHRIST CHURCH),SEREKUNDA BARTEZ (CHRIST CHURCH) 2,204032,0,0,0,0,0,0,
KANIFING,SEREKUNDA,JANGJANG ROAD,JANGJANG ROAD 1,204041,0,0,0,0,0,0,
KANIFING,SEREKUNDA,JANGJANG ROAD,JANGJANG ROAD 2,204042,0,0,0,0,0,0,
KANIFING,SEREKUNDA,JANGJANG ROAD,JANGJANG ROAD 3,204043,0,0,0,0,0,0,
KANIFING,SEREKUNDA,CHRISTIAN MISSION CHURCH LONDON,CHRISTIAN MISSION CHURCH LONDON 1,204051,0,0,0,0,0,0,
KANIFING,SEREKUNDA,CHRISTIAN MISSION CHURCH LONDON,CHRISTIAN MISSION CHURCH LONDON 2,204052,0,0,0,0,0,0,
KANIFING,SEREKUNDA,SEREKUNDA (GADAFI MOSQUE),SEREKUNDA (GADAFI MOSQUE),204061,0,0,0,0,0,0,
KANIFING,SEREKUNDA,MARCHE NGELEW,MARCHE NGELEW 1,204071,0,0,0,0,0,0,
KANIFING,SEREKUNDA,MARCHE NGELEW,MARCHE NGELEW 2,204072,0,0,0,0,0,0,
KANIFING,SEREKUNDA,MARCHE NGELEW,MARCHE NGELEW 3,204073,0,0,0,0,0,0,
KANIFING,SEREKUNDA,MARCHE NGELEW,MARCHE NGELEW 3,204074,0,0,0,0,0,0,
KANIFING,SEREKUNDA,MARCHE NGELEW,MARCHE NGELEW 5,204075,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,FORMER SENEGAMBIA GARAGE,FORMER SENEGAMBIA GARAGE 1,205011,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,FORMER SENEGAMBIA GARAGE,FORMER SENEGAMBIA GARAGE 2,205012,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,AISA MARIE CINEMA,AISA MARIE CINEMA,205021,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,AREN BETTY KHAN (DIVINE PREP. SCH.),AREN BETTY KHAN (DIVINE PREP. SCH.),205031,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,MANJAI KUNDA MARKET,MANJAI KUNDA MARKET 1,205041,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,MANJAI KUNDA MARKET,MANJAI KUNDA MARKET 2,205042,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,MANJAI KUNDA MARKET,MANJAI KUNDA MARKET 3,205043,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,MANJAI KUNDA MARKET,MANJAI KUNDA MARKET 4,205044,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,MANJAI KUNDA MARKET,MANJAI KUNDA MARKET 4,205045,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,KOTU COMMUNITY CENTRE,KOTU COMMUNITY CENTRE 1,205051,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,KOTU COMMUNITY CENTRE,KOTU COMMUNITY CENTRE 2,205052,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,KOLOLI MOSQUE,KOLOLI MOSQUE 1,205061,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,KOLOLI MOSQUE,KOLOLI MOSQUE 2,205062,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,KOLOLI MOSQUE,KOLOLI MOSQUE 3,205063,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,KOLOLI MOSQUE,KOLOLI MOSQUE 4,205064,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,KOLOLI MOSQUE,KOLOLI MOSQUE 5,205065,0,0,0,0,0,0,
KANIFING,SEREKUNDA WEST,KOLOLI (JOHANESS ),KOLOLI (JOHANESS ) 1,205071,0,0,0,0,0,0,
